recipe_id,quantidade_avaliacoes,media_rating,recipe_name
55309,52,5.0,caprese salad tomatoes  italian marinated tomatoes
24768,37,5.0,berry cream cheese coffee cake
121941,36,5.0,kittencal s soft white baguette style bread
166669,36,5.0,kittencal s caesar tortellini salad
62754,32,5.0,linda s special potato salad
199171,31,5.0,broiled cinnamon toast
269136,31,5.0,earth bread
45107,28,5.0,strawberry cheese ring
94087,28,5.0,cranberry nut swirls
495202,28,5.0,crunchy valley chicken  rsc
