modelo,rmse,mae,n_treino,n_teste,media_global_treino,test_size,random_state
media_usuario_com_fallback_global,1.2630581963526009,0.724010779912465,905893,226474,4.412386451821573,0.2,42
media_global,1.2722617588067577,0.852308361947859,905893,226474,4.412386451821573,0.2,42
media_receita_com_fallback_global,1.348775116248766,0.825183483554317,905893,226474,4.412386451821573,0.2,42
